Text,Category
"Connors is not the first great name to offer his services to the LTA - his long-time rival John McEnroe has repeatedly done the same. But Connors is at pains to point out that his interest goes well beyond any publicity stunt, and he gave a glowing recommendation to the work of LTA performance director David Felgate and his team. ""Britain has a different attitude, the right attitude, in taking the game forward and finding the next Wimbledon champion,"" said Connors. ""That's something you don't find every day. Everybody talks a good game but not everybody puts that into effect. ""The impression I came away with after just seeing David and the other coaches for three days was one like I've never seen before, especially over here. ""This is not going to happen overnight, there are no miracle workers, but you're going in the right direction."" The 52-year-old's enthusiasm for the work going on in this country is in marked contrast to his relationship with tennis officials back in America. ""I've had discussions with the USTA (United States Tennis Association) over a number of years,"" he said. ""That's where it (my input) ended."" Connors is a straight-talker and will be equally blunt and honest in his dealings with the LTA and the cream of Britain's young players. ""If they're chosen, they've got to produce,"" he said.",sport
"From the moment Berti Vogts' miserable tenure in charge of Scotland ended, the former Rangers and Everton boss has been the overwhelming favourite for the post. But is Smith the man for what must be one of the hardest jobs in football? The 56-year-old takes over at a time when the national side is in the doldrums. Scotland have not reached a major finals since the World Cup in 1998 and reaching Germany 2006 looks near impossible, having picked up just two points from the opening three games in the qualifying race. And the Fifa rankings see Scotland listed at an all time low of 77th, below the likes of Estonia, Ghana, Angola and Thailand. Scotland are not blessed with quality players with experience at the top level, so Smith will have to get the best out of meagre resources. Smith's track record make impressive reading and he is widely respected within the game. The man who was Alex Ferguson's assistant when Scotland played at the 1986 World Cup won seven league titles with Rangers. And his appointment has been widely endorsed by many of the games' top names, including Ferguson and Graeme Souness, who took him to Ibrox as his assistant in 1986. Characters like Souness, Ferguson and current Ibrox manager Alex McLeish all cite Smith's experience and his expansive knowledge of the Scottish game.",sport
"Chelsea were reported to have made inquiries about Inter Milan's 22-year-old Brazilian star. Rinaldi told BBC Sport from Rio de Janeiro: ""I can assure you that Chelsea have had no dealings whatsoever with either me or Adriano. ""Parma and Real Madrid are interested but there's nothing new there. Their interest has been known for some time."" Adriano has scored 14 goals in 20 Serie A appearances this season. And Chelsea boss Jose Mourinho had claimed that he was in Milan talking to Adriano on the day he is alleged to have held a clandestine meeting with Arsenal defender Ashley Cole. Mourinho said he was ""just practising my Portuguese with him because I don't need strikers"". Rinaldi told BBC Sport: ""I have to say that nobody from Chelsea or any other London club has contacted me. ""If they want to, that's fine. I can tell them what the situation is. ""If Chelsea are interested then they must make an offer."" Inter are reported to have slapped a price tag in the region of Â£40m on the head of Adriano, who joined them just over a year ago from Parma. Real Madrid view him as a natural replacement for compatriot Ronaldo. But Rinaldi said: ""I cannot give you a price that Inter would accept for Adriano. That's something that would have to be negotiated between the interested clubs.""",sport
"Hodgson - now in charge at Viking Stavanger - was at Liverpool's clash with Bayer Leverkusen at Anfield on Tuesday as a member of Uefa's technical committee. Hodgson is a fierce advocate of the winter break employed throughout Europe, although not in England - where the Champions League contenders have ploughed through a heavy fixture list. But Hodgson told BBC Sport that while he believes the Premiership should embrace the idea, he does not expect it to cost the English representatives in the last 16 of the Champions League. ""I just feel it is very difficult to say with certainty that teams who have had the break will have a definite edge. ""I am a fervent supporter of the break. It gives players the chance to recharge their batteries midway through the season, which some suggest will give teams an advantage in the Champions League. ""The other school of thought suggests having a break then coming back to it puts you at a disadvantage. ""The bigger discussions around the winter break should be to do with the nature of football today, the needs of football players and the way the Premiership has developed, rather than one or two matches in the Champions League in February."" Hodgson believes a winter break carries many advantages, explaining: ""As I said, it is the perfect chance to recharge batteries.",sport
"Their opportunity to prove him wrong came in 1905 with the first official New Zealand tour to Europe. The tourists won their early games with a quick-thinking, inventive approach, but press criticism began to grow over their 2-3-2 scrum formation that left a 'roving' forward free to disrupt opposition attacks. The tactic was effective, two late tries seeing the Kiwis to a 12-7 win over Scotland, before Ireland were despatched 15-0 in Dublin. A huge crowd at Crystal Palace convulsed with laughter at the sight of the Haka - but the smiles were soon wiped from their faces when the tourists ran in five tries in a 15-0 hammering of England. New Zealand headed to Wales to meet a country in the midst of its first 'Golden Age,' and the encounter would be the first in a series of controversial clashes between the sides. An excellent try on the left wing by Teddy Morgan sealed a 3-0 win in a hard-fought encounter at Cardiff Arms Park, but post-match talk was dominated by a Bob Deans try that was ruled out by Scottish referee John Dallas. Dallas said that Deans was tackled short, but the Kiwi said he was dragged back into the field of play after grounding a try - on his death-bed three years later he exclaimed: ""I did score that try in Cardiff.""",sport
"James McIlroy, Gareth Turnbull, Zoe Brown and Paul McKee all had to be content with watching the Athens action on their television screens. 800m hope McIlroy never got near his best during the summer and a fourth place in the British trials effectively ended his hopes of making the plane. The injury-plagued Turnbull gamely travelled round Europe in search of the 1500m qualifying mark but 3:39 was the best he could achieve, after missing several months training during the previous winter. A lingering hamstring probem and a virus wrecked McKee's Athens ambitions and both he and Turnbull deserve a slice of better fortune in 2005. Pole vaulter Brown had hoped for a vote of confidence from the British selectors after she had achieved the Athens B standard but the call never came. As the summer ended, stalwarts Catherina McKiernan and Dermot Donnelly hung up their competitive spikes. McKiernan had to candidly acknowledge that time had crept up on her after several injury-ravaged years. Donnelly and his Annadale Striders team-mates later suffered tragedy when their friend and clubman Andy Campbell was found dead at his home on 18 December. A large turnout of athletics-loving folk turned out in west Belfast to offer their respects to the Campbell family and Andy's many friends. As only death can, it put the year's athletics happenings in a sharp perspective.",sport
"of South Africa 3-2 in Douala, neither side could have qualified for the final. Hearts of Oak started the game needing a win to qualify for the final while Cotonsport only needed to avoid defeat to go through. Louis Agyemang scored the first two goals for Hearts either side of half time before Ben Don Bortey scored the third. Hearts looked set for a comfortable win but Cotonsport staged a late fight back scoring twice late on. First of all Boukar Makaji scored in the 89th minute and then 3 minutes into injury time at the end of the game Andre Nzame III was on target. But it was too little too late for the Cameroonians and Hearts held on to win the game and a place in the final. The first leg of the final will be played in Accra on the weekend of 27-28 November and the second leg two weeks later on the 11 December in Kumasi. In the other Group B game Cameroon's Sable Batie took the lead in the 35th minute through Kemadjou before Santos equalised on the hour mark thanks to Thokozani Xaba . Bernard Ngom put Sable ahead just five minutes later and then Ernest Nfor settled the game on 68 minutes. Ruben Cloete scored the South African sides consolation with just three minutes left on the clock.",sport
"In the early games he was slaughtered for defensive tactics, and yet he was winning games. You cannot win titles early on in the season, but you can certainly lose them and those points on the board were vital. I also thought the criticism was very harsh, because even though they were not scoring goals they were creating chances by the hatful. Now they are taking those chances, have the double threat of Robben and Damien Duff, and things are looking good. I just wonder if they lack a predator, particularly with Didier Drogba injured. He was starting to look the part before he was sidelined, but you have to feel if Chelsea had a Ruud van Nistelrooy they would be even more of a safe bet for the title. Chelsea also have all the tools to go far in the Champions League. I felt they would never have a better chance than last season, but they have swept all before them in Europe so far this season. It will now be very interesting to see how Mourinho prioritises things, but his life will be made easier by the size of Chelsea's squad. I have said I believed Chelsea would win the league this season, even when Arsenal were flying at the start, and I have seen nothing to make me change me mind.",sport
"The Argentine had stoked up the temperature ahead of the match by saying Hewitt's exuberant on-court celebrations were ""not very good for the sport"". And he had words with Hewitt during one change of ends in the second set when the Australian appeared to brush shoulders with him as they went to their chairs. The balance of power changed completely in the third set as Hewitt allowed his level to dip, and he double-faulted twice as Nalbandian broke on the way to taking the fourth set. But the tiring third seed showed incredible reserves of strength to force the break despite being outplayed for much of the final set and three times coming within two points of defeat. He then produced a love service game to finish off the match in four hours and five minutes. ""I just kept hanging in there. It was always tough serving second in the fifth set,"" said Hewitt, who had never reached the last four at his home Grand Slam. ""I told myself to give everything and in the end it paid off once again. ""It's a long way from holding that trophy up there but I'm hanging in there. ""Only four guys left that can win and we're the top four in the world. It's set up for a pretty good showdown in the semis and finals.""",sport
"Holmes' drive and determination have always been unquestionable - that is the reason she has battled back from a string of injuries that threatened to see her finish her career empty-handed. But alarm bells start ringing when the Kent athlete begins questioning herself. ""Will I have as much commitment, desire and energy to go through a major championship?"" Holmes asked in the New Year. ""That is what I don't know."" At 34, Holmes will also be aware that time is running out. US 400m and 200m legend Michael Johnson, a five-time Olympic gold medallist, retired shortly after his 34th birthday as did Britain's double Olympic champion decathlete Daley Thompson. The physical demands of the day-to-day grind will only get harder for Holmes, who has already admitted she ""doesn't like the training anymore."" Whilst out on the circuit the allure of defeating a double Olympic champion will spur her opponents on. Holmes will not want to needlessly suffer the indignity of being beaten. Unless she is certain she has a strong chance of winning any race, she will not step onto the track. But if the Kent athlete finds the form that fuelled her ambitions last summer, there are more prizes up for grabs. The day after completing her double in Athens, the 34-year-old revealed she would still like to win her first indoors title.",sport
"The season would start with the Celtic League in October, followed by the Heineken Cup in February and March, and the Six Nations moved to April and May. After a nine week break, the WRU then proposes a two-month period of away and home international matches. WRU chairman David Pickering said the structure would end problems of player availability for club and country. He added: ""We feel sure that spectator interest would respond to the impetus of high intensity rugby being played continuously rather than the fragmented timetable currently in operation. ""Equally, we suspect that the sponsors would prefer the sustained interest in a continuous tournament and hopefully, the broadcasters would also enjoy increased exposure."" Moving the Six Nations from its traditional February beginning should also ensure better weather conditions and ""stimulate greater interest in the games and generally provide increased skills and competition and attract greater spectator viewing"", Pickering argued. The plan will be put before the International Rugby Board next month, where four other plans drawn up by independent consultants for a global integrated season will also be discussed. Pickering added: ""It's very early days and there are a number of caveats associated with it - not least the revenue from the broadcasters, which is extremely important. ""We've got a good plan and one which should be judged on its merits.""",sport
"But Wright-Phillips will not make his first start for England playing on the left, as had been widely expected. ""Shaun Wright-Phillips will probably start the game,"" said Eriksson. ""But I'm not going to start Wright-Phillips on the left."" Eriksson also revealed that Wes Brown will start alongside Jamie Carragher in the injury-hit centre of defence. When asked if Brown and Carragher would start Eriksson replied: ""I could tell you yes. ""It's a blow that four or five central defenders are away because of injuries. ""On the other hand it's good for Carragher and Brown to show what they can do at this level. That's positive."" The England coach said that he had been impressed by Wright-Phillips' form for Manchester City. ""He deserves his chance. He has been playing well all season and I look forward to seeing him."" And he added that Andy Johnson and Stewart Downing - the other two new players in the squad - would also get a chance to impress. ""Wright-Phillips, Downing and Johnson will start or get the chance to play some part. ""Johnson was not in my plans a year ago but he is doing a great season and scoring a lot of goals. ""Downing is another one making a great season. He is young, talented and there are not too many left-footed players in the squad.""",sport
"The St Kitts and Nevis star joins British Olympic relay gold medallists Jason Gardener and Mark Lewis-Francis. Sydney Olympic 100m champion and world indoor record holder Maurice Greene and Athens Olympic 100m silver medallist Francis Obikwelu will also take part. Collins ran in Birmingham at the 2003 World Indoor Championships. ""I'm looking forward to competing against such a strong field,"" he said. ""I got a great reception form the crowd at the NIA when I won my 60m world indoor silver medal in 2003 and it will be really exciting to return to this venue."" The world champion says he's in good shape but he isn't underestimating the home competition. ""Jason Gardener and Mark Lewis-Francis are Olympic gold medallists now and I'm sure they'll be aiming to win in front of their home supporters. ""I'm looking forward to competing against Britain's best sprinters and I'm sure the 60 metres will be one of the most exciting races of the evening."" Collins was sixth in the Olympic final in Athens but is hoping for a better result at the World Championships in Finland this summer. ""This will be a big year for me and I plan to defend my 100m world title in Helsinki in August. Before then I want to perform well over 60m indoors and start my year in winning form.""",sport
"The 23-year-old former world number one was in desperate trouble in the early stages as the injury hampered her service action. Davenport took advantage to race through the opening set and held six break points in game five of the second. ""I kept thinking to myself 'I'm not losing this game,"" said Williams afterwards. ""'I don't care if my arm falls off, I'm not losing this game'. And I guess that's what happened. ""I didn't want to lose that particular game because it would have given her a lot of momentum, and a lot of confidence."" Despite letting the break points slip away Davenport looked comfortable enough at 3-3, but from 40-0 up she just folded. Williams won nine consecutive points for the set and powered through the decider as a lacklustre Davenport looked to have run out of energy after a gruelling two weeks. ""I felt like I was playing well and in control pretty much of the match,"" said Davenport. ""Then I just had that horrible lapse, I think serving up 40-0, and made a few errors and opened up the door for her and she just kept going through it. ""At the end I think I was a little bit fatigued but she took advantage of it and kept going - she's a great frontrunner when she gets going.""",sport
"And can the Welsh revival continue all the way to a first Grand Slam since 1978? Those are the two questions occupying not just Wales supporters but rugby fans as a whole after a scintillating display in Paris. Welsh legend Mervyn Davies, a member of two of three Grand Slam-winning sides of the 1970s, hailed it as ""one of the great performances of the past three decades"". Martyn Williams, Wales' two-try scorer on the day, called it ""one of the most surreal games I have ever played in"". A crestfallen France coach, Bernard Laporte, simply observed: ""There was a French half and there was a Welsh half"". And what a half it was for the Red Dragonhood, transforming a 15-6 half-time deficit into an 18-15 lead within five mesmerising minutes of the second period. But while that passage of play showed the swelling self-belief of a side prepared to back its own spirit of adventure, the final quarter told us a whole lot more about this Welsh side. That they recovered from a battering in the first half-hour to first stem the tide before half-time, then reverse it on the resumption, was remarkable enough. But in resisting a seemingly unstoppable wave of French pressure in a nail-biting final five minutes, Wales showed not only their physical attributes but their mental resolve.",sport
"Rovers have reportedly offered Â£500,000 up front for the Wales star, 30, with the fee rising to Â£2.2m. But Brady told The Sun the bid was ""a waste of fax paper and my time"". She added: ""The way things are going all this could affect the relationship between the clubs. They've got into Robbie's head. But he's not for sale."" Savage's future at Birmingham has been the source of speculation for several weeks, with some fans criticising his performances for the club earlier in the season. However, good displays against West Brom and Aston Villa have impressed Blues fans. ""The crowd gave me a massive standing ovation when I came off on Saturday which was nice,"" he said. ""It was fantastic even though I was criticised by a number of them in recent weeks and on Saturday it showed how much I mean to them. ""It's not for me to say (about transfer rumours), it's between the two clubs. ""I haven't created the speculation myself, I haven't phoned every national newspaper saying, 'Blackburn are trying to buy me'. It's not up to me."" Birmingham manager Steve Bruce insists he does not want to sell Savage. ""A lot is said and written about Sav but he has been terrific for Birmingham City the last two and a half years,"" he said.",sport
"Four of the 1905 All Blacks went over to the newly formed 'All Golds' rugby league side soon after the tour, but New Zealand were strong enough to crush an Anglo-Welsh touring team in 1908. The first South Africa tour of New Zealand in 1921 saw honours shared in a three-Test series, starting the greatest rivalry in rugby - and the long-running controversy between the countries over the All Blacks' inclusion of Maori players. The awesome 1924-5 All Black tourists became known as 'The Invincibles' after winning all 30 of their games in France, Britain and Ireland, including a crushing 19-0 victory over Wales at St Helen's. Despite their success, the All Blacks' 2-3-2 scrum formation left them somewhat short of possession at times, and the flaws were exploited by the Springboks in South Africa in 1928. Employing the modern 3-4-1 scrum line-up against the New Zealand 'rover' system for the first time, South African teams defeated the All Blacks in five games and the Test series was drawn two-all. The controversial New Zealand scrum method finally disappeared after the 1930 Lions tour (a series won 3-1 by New Zealand), the Lions manager describing the tactic as 'cheating,' prompting the International Rugby Board to rule that three men had to pack down in the front row of the scrum.",sport
"Henry told BBC Radio Five Live: ""The ref asked me if I wanted 10 yards or if I wanted to take it straight away and I said that I wanted to take it straight away. He said to me, 'go'. ""It looks a bit strange because I took my time. I was waiting for Eidur Gudjohnsen to move and give me some space. ""At one point, he turned and that's when I tried it."" Former referees' chief Philip Don backed Poll's decision to allow the strike. ""The advantage should go to the non-offending team. On this occasion it was Arsenal,"" Don told BBC Radio Five Live. ""Referees have been told to ask the player 'do you want to take the quick free-kick?' or 'do you want me to get the wall back 9.15 metres?' ""If they say 'quick', the referee tends to move away and allow the kick."" Don was head of the referees for the Premier League and revealed all clubs were informed of free-kick options. ""We spoke to all the Premier League clubs as well as all the Football League clubs in the summer of 2003 explaining what the situation was,"" he added ""We gave them the option of either the quick free-kick or the 'ceremonial' free-kick. Players and clubs were aware of what referees were doing.""",sport
"Brian Kerr's side will face the 54th ranked Chinese on 29 March - just three days after the World Cup qualifier against Israel in Tel Aviv. Italy will visit on 17 August in what will be a warm-up game ahead of the autumn World Cup qualifiers. In their last meeting, the Irish beat Italy in the 1994 World Cup Finals. However, that is the Republic's only victory in eight attempts against the Italians who have won all the other seven games. The 29 March game will be the second time the Republic have played China - the previous encounter back in June 1984 with the Irish winning 1-0 in Sapporo, Japan. Brian Kerr said: ""China have made great progress over the last few years and will provide difficult opposition. ""We all witnessed the performances of the Asian teams in the last World Cup, and China play a similar type of football. ""As for Italy, they make a welcome return to Dublin and will be a massive attraction because they are one of the great traditional powers in the world. ""The game will be ideal preparation for the three important World Cup qualifiers in the autumn."" Ireland round off their World Cup campaign with games against France on 7 September, Cyprus on 8 October and Switzerland on 12 October.",sport
"Aged 18 years and 185 days, the Mallorcan became the youngest player to win the Davis Cup. ""What a great way to finish the year,"" said Nadal afterwards. US coach Patrick McEnroe wants Roddick and the rest of his team to play more tennis on clay and hone their skills on the surface. ""I think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better."" ""Obviously it's unrealistic to say that we're going to just start playing constantly on clay, with the schedule. ""But certainly I think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff,"" said McEnroe. Roddick was left frustrated after losing both his singles on the slow clay of Seville's Olympic Stadium. ""It's just tough because I felt like I was in it the whole time against one of the top three clay-courters in the world,"" said the American. ""I had my chances and just didn't convert them. The bottom line is they were just better than us this weekend. ""They came out, took care of business and they beat us. It's as simple as that.""",sport
"Moya won 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead with only one singles rubber remaining. Roddick battled hard and had chances in the second set, but Moya's clay-court expertise proved the difference. Mardy Fish beat Tommy Robredo 7-6 (8-6) 6-2 in the final dead rubber to cut Spain's winning margin to 3-2. Spain's only other Davis Cup title came in 2000, when they beat Australia in Barcelona. This time they chose to play the final in Seville and the city's Olympic Stadium was revamped to allow for a record crowd for a competitve tennis event of 27,000 spectators. And the home fans gave vociferous support to their players, with 18-year-old Nadal and Moya winning both Friday's singles rubbers. American twins Mike and Bob Bryan gave the visitors hope with victory over Juan Carlos Ferrero and Tommy Robredo in Saturday's doubles. But it remained an uphill task for a US team far happier on hard courts than clay, and 1998 French Open champion Moya had too much for world number two Roddick. ""This has been incredible - the moment I've been waiting for for years,"" said Moya, who missed out in 2000 through injury. ""I've prepared myself for this day. I knew that playing on clay I would have my chances to win.",sport
"Aged 18 years and 185 days, the Mallorcan became the youngest player to win the Davis Cup. ""What a great way to finish the year,"" said Nadal afterwards. US coach Patrick McEnroe wants Roddick and the rest of his team to play more tennis on clay and hone their skills on the surface. ""I think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better."" ""Obviously it's unrealistic to say that we're going to just start playing constantly on clay, with the schedule. ""But certainly I think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff,"" said McEnroe. Roddick was left frustrated after losing both his singles on the slow clay of Seville's Olympic Stadium. ""It's just tough because I felt like I was in it the whole time against one of the top three clay-courters in the world,"" said the American. ""I had my chances and just didn't convert them. The bottom line is they were just better than us this weekend. ""They came out, took care of business and they beat us. It's as simple as that.""",sport
"Henman came from two sets down to defeat Saulnier in the first round of the French Open last year, so he knows he faces a tough test in Melbourne. The seventh seed, who has never gone beyond the quarter-finals in the year's first major and is lined up to meet Roddick in the last eight, is looking forward to the match. ""He's tough player on any surface, he's got a lot of ability,"" he said. ""We had a really tight one in Paris that went my way so I'm going to need to play well from the outset because he's a dangerous competitor."" Switzerland's Federer, seeded one, is the hot favourite having won three of the four grand slam titles in 2004. He has beaten Santoro in five of their seven previous encounters, but is taking nothing for granted. ""It's a tricky match,"" Federer said. ""I played him at the US Open and won quite comfortably then. But you never know, if the rhythm is a bit off, he can keep you guessing and make it difficult. ""The most important thing, though, is to get used to playing five-set matches and winning them."" The 23-year-old could meet four-time champion Andre Agassi in the quarter-finals before meeting Russian Marat Safin, the player he beat in last year's final.",sport
"Such a plan is to be proposed by the new chief executive of the Northern Irish FA, Howard Wells, at the next meeting of the four home countries. The English FA has expressed doubt as to whether the fixtures could be accommodated at the end of each season. But Smith said: ""Bringing it back would add meaning to friendly games and that's something that's needed."" The Home International series was done away with in 1984, with the traditional Scotland-England fixture continuing until 1989. That game is one Smith would be delighted to see reinstated. ""The Scotland v England match was a highlight of the end of the season,"" he added. ""I was in Italy for their friendly with Russia last week and they made seven substitutions while only around 20,000 fans turned up to watch. ""England were criticised for the 0-0 draw against Holland - the way Scotland were slammed in the past for poor results in friendlies. ""You have to put a performance on in friendly games. If you don't, they can be de-motivating. ""It can be a dangerous road to go down, if players don't apply themselves in the manner they should. ""So I would support the return of the home internationals - the only problem would be fitting them in to the fixture schedule.""",sport
"I would say it's 50-50 whether you should have these games or not, and if you look at it that way you would probably say you're better not doing so. It would certainly keep club managers happy, as it would reduce the risk of players returning to domestic duty injured. But international bosses will tell you that scrapping friendlies is counterproductive because the only way for a team to get better is by playing. The more you play together, the easier it is when it comes to the crunch in games like World Cup quarter-finals against Brazil. Often in friendlies, though, a manager will play his strongest side for the first 45 minutes and then send out an entirely different one in the second half. And it's very difficult for any player to come on as substitute in a side with a few changes, let alone a whole team's worth. The debate will rage on, and I'm not sure there is a satisfactory solution. One manager who has got it right this week is Walter Smith. The new Scotland manager has decided to have a training camp instead of a friendly for his first international week since replacing Berti Vogts. It is the sort of move you would expect from Walter, who is a canny manager.",sport
"But there were many more, and one should not take away from those. Brian O'Driscoll's winning try was as well-conceived as they come, while Charlie Hodgson's brilliant kicking display was another highlight. And Ronan O'Gara's tremendous ability to control the game was also a crucial component. But the defining moments came with Ireland under the cosh in the final 15 minutes. Two outstanding pieces of defensive play denied England and allowed Ireland to hold on. The first was Denis Hickie's brilliant double tackle in the right-hand corner. He gobbled up Cueto from another Hodgson cross-field kick, then regained his feet to stop Lewsey from scoring a certain try. Ireland's second-row colossus Paul O'Connell was equally superb. England had turned Ireland one way then the other, and the defence cordon was slowly disintegrating. England prop Matt Stevens ran in at full steam to suck in a few more tacklers. Unfortunately he ran into O'Connell who hit him hard - very hard - and then wrestled the ball away for a crucial turnover. That spoke volumes about Ireland's back-foot display, with defensive coach Mike Ford taking a bow at the end. To win a game like that showed that Ireland have moved forward. It may be tries that win games, but it is defence that wins championships.",sport
"For the first nine hours, I had no pain killers which was ridiculous in 35 degrees heat. But once I got the scans and saw them it was a case of moving on and thinking:'OK, I've got a different set of circumstances now'."" Within three days he was arriving back in Ireland by air ambulance. Doctors in Athens had wanted to operate on Jamie's back immediately but he insisted on delaying any surgery until he arrived back home - something he is now very relieved about. ""The Greek doctors were going to put three or four inch titanium rods either side of my spinal cord up through my vertebrae. ""That would have fused all my lower back and I would never have been able to race again. They were really putting a lot of pressure on me to agree to the surgery. ""But when I got to the Mater in Dublin they said it was possible for it to heal totally naturally which is giving me the chance to get back into competition which is very important to me. The people at the Mater have been absolutely fantastic."" Jamie had to wear a body cast for three and a half months after the accident and spent most of that time flat on his back.",sport
"Lee Bowyer put Newcastle ahead when he fed Stephen Carr on the right flank, then sprinted into the area to power home a header from the resultant cross. Wanderers hit back through Stelios Giannakopoulos, who ended a fluid passing move with a well-struck volley. But Dyer had the last word in a game of few chances, pouncing on a loose ball after Alan Shearer's shot was blocked and firing into the top corner. Neither side lacked urgency in the early stages of the game, with plenty of tackles flying in, but opportunities in front of goal were harder to come by. Bolton keeper Jussi Jaaskelainen had to make two saves in quick succession midway through the first-half - keeping out Shearer's low shot and Dyer's close-range header - but that was the only goalmouth action of note. And it was almost out of nothing that the Magpies took the lead on 35 minutes. Bowyer found space with a neat turn on the half-way line and striding forward picked out Carr to his right. He then continued his run and with perfect timing made his way into the box where he met Carr's cross with a downward header into the far corner. Bolton had produced little going forward at this point but they responded well.",sport
"Yachvili kicked all of France's points as they staged a second-half revival. ""We didn't play last week against Scotland and we didn't play in the first half against England,"" he said. ""But we're very proud to beat England at Twickenham. We were just defending in the first half and we said we had to put them under pressure. We did well."" Yachvili admitted erratic kicking from England's Charlie Hodgson and Olly Barkley, who missed six penalties and a drop goal chance between them, had been decisive. ""I know what it's like with kicking. When you miss some it's very hard mentally, but it went well for us,"" he said. France captain Fabien Pelous insisted his side never doubted they could secure their first win against England at Twickenham since 1997. France were 17-6 down at half-time, but Pelous said: ""No-one was down at half-time, we were still confident. ""We said we only had 11 points against us, which was not much. ""The plan was to keep hold of possession and pressure England to losing their composure."" France coach Bernard Laporte accepted his side had not played well. ""We know we have to play better to defend the title,"" he said. ""I'm not happy we didn't score a try but we're happy because we won.""",sport
"Playing the biggest match of her life, Mirza made little impact on Williams in the early stages of the game. But the teenager showed more confidence in the second set and engaged the seventh-seeded Williams in some well contested rallies. Mirza, a junior Wimbledon doubles title winner, became the first Indian woman to reach the third round of a grand slam tennis event when she beat Hungarian Petra Mandula on Wednesday. ""I'm really excited. I was confident but I didn't think it was going to be that easy,"" Mirza said after her second round win. ""My aim was to win a round here. When I did that I was so relieved, there was no pressure."" Tennis is not a particularly popular sport in India, but a number of Indians watched the live telecast of the match between Mirza and Williams. Mirza, who lives in the southern Indian city of Hyderabad known for producing a host of top Indian cricketers, turned professional two years ago. She says she was considered too small when she went for her first tennis classes as a six-year-old girl. ""Then finally [the coach] called my parents up and said 'the way she hits the ball, I've never seen a six-year-old hit a ball like that',"" Mirza told the Associated Press.",sport
"I have spoken to Sir Clive Woodward a few times, but not for very long, certainly nothing about summer holidays, he joked. He also said he remains wary of wounded England's abilities coming into Sunday's game after two straight defeats, dismissing predictions of a certain Irish victory. ""It's very dangerous to think that. This England team has so much experience and skill. You do not become a bad team overnight. ""They have two world class game-breakers in Josh Lewsey and Jason Robinson, while Charlie Hodgson is just ready to click into place."" He insisted Ireland will not make the mistake of being over-confident. ""That's not going to happen in our squad. No Ireland team lining up to play England will ever fall into that trap,"" he said. ""Every time we play England we know what a big task it is. Look at what they did to us two years ago. I remember that game all too well, and it was not a good feeling. ""I came on as a replacement and we were losing 13-6, and ended up getting hammered 42-6, so I know what can happen when England come to Dublin. ""They could so easily have been coming to Dublin with two wins and staring a Grand Slam in the face as well.""",sport
"Athletics' ruling body took action against the pair for failing to take drugs tests before the Athens Olympics. An independent tribunal of the Greek Track and Field Federation will meet to decide whether to ratify the sanction. The sprint duo face charges of failing to give information on their location and refusing to submit to a drugs test. Kenteris' lawyer Gregory Ioannidis told BBC Sport: ""We refute both charges as unsubstantiated and illogical. ""There have been certain breaches in the correct application of the rules on behalf of the sporting authorities and their officials, and these procedural breaches have also violated my client's rights. ""There is also evidence that proves the fact that my client has been persecuted."" Ioannidis, who is a law lecturer at the University of Buckingham, added: ""One of the important rights and foundations of law and justice - that the accused should be presumed innocent unless proved otherwise - has been tarnished."" The panel will also decide on the two-year ban imposed on the athletes' controversial coach Christos Tzekos by the IAAF. Kenteris, the 2000 Olympic 200m champion, and Thanou, the women's 100m silver medallist from the same Games in Sydney, quit the Olympics on 18 August after failing to give samples on the eve of the opening ceremony.",sport
"Eerdekens said he made the statement in order to protect the other three players that took part in the tournament, Belgian Justine Henin-Hardenne, Nathalie Dechy of France and Russia's Elena Dementieva. But Dechy is fuming that she has been implicated in the row. ""How can you be happy when you see your face on the cover page and talking about doping?"" Dechy said. ""I'm really upset about it and I think the Belgian government did a really bad job about this. ""I think we deserve an apology from the guy. You cannot say anything like this - you cannot say some stuff like this, saying it's one of these girls. This is terrible."" Dementieva is also angry and says that Dechy and herself are the real victims of the scandal. ""You have no idea what I have been through all these days. It's been too hard on me,"" she said. ""The WTA are trying to handle this problem by saying there are three victims, but I see only two victims in this story - me and Nathalie Dechy, who really have nothing to do with this. ""To be honest with you, I don't feel like I want to talk to Sveta at all. I'm just very upset with the way everything has happened.""",sport
